Player,Team,Pos,G,MP,PTS,AST,ORB,DRB,TRB,STL,BLK,TOV,PF,FG%,3P,3PA,3P%,eFG%,PER,TS%,USG%,OBPM,DBPM,BPM,VORP,Salary,PTS_36,AST_36,DRB_36,ORB_36,STL_36,BLK_36,TOV_36,PF_36,Per36Impact,Impact_Score,Is_Combined_Team_Row,Value,Value_Score,Impact_Rank,Value_Rank,PLAYER_ID,HeadshotURL
Nikola Jokić,DEN,C,65.0,34.8,27.7,10.7,3.0,9.9,12.9,1.4,0.8,3.7,2.7,0.569,1.7,4.5,0.38,0.618,32.3,0.67,30.4,10.1,4.1,14.2,9.2,55224526.0,28.655172413793107,11.06896551724138,10.241379310344827,3.1034482758620694,1.4482758620689655,0.8275862068965518,3.827586206896552,2.7931034482758625,76.63965517241378,115.7120080086207,False,0.0155708539693379,15.570853969337998,1.0,163.0,203999.0,https://cdn.nba.com/headshots/nba/latest/1040x760/203999.png
Giannis Antetokounmpo,MIL,PF,36.0,28.9,27.6,5.4,2.7,7.1,9.8,0.9,0.7,3.2,2.4,0.624,0.4,1.3,0.333,0.636,32.6,0.658,37.0,7.7,1.8,9.5,3.0,54126450.0,34.38062283737025,6.726643598615918,8.844290657439446,3.363321799307959,1.1211072664359862,0.8719723183391004,3.9861591695501737,2.9896193771626294,75.87404844290658,112.78686797231836,False,0.0153304098195602,15.330409819560238,2.0,169.0,203507.0,https://cdn.nba.com/headshots/nba/latest/1040x760/203507.png
Luka Dončić,LAL,PG,64.0,35.8,33.5,8.3,0.6,7.1,7.7,1.6,0.5,4.0,2.4,0.476,4.0,10.8,0.366,0.563,27.9,0.616,38.1,8.0,1.3,9.3,6.6,45999660.0,33.68715083798883,8.3463687150838,7.139664804469274,0.6033519553072626,1.6089385474860338,0.5027932960893855,4.022346368715084,2.4134078212290504,72.49776536312851,108.0139656167598,False,0.0159258492390909,15.92584923909098,3.0,152.0,1629029.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1629029.png
Victor Wembanyama,SAS,C,64.0,29.2,25.0,3.1,2.0,9.5,11.5,1.0,3.1,2.4,2.4,0.512,1.9,5.5,0.349,0.569,29.9,0.626,32.4,6.5,4.2,10.7,6.0,13376880.0,30.821917808219176,3.821917808219178,11.712328767123289,2.4657534246575343,1.2328767123287672,3.821917808219178,2.958904109589041,2.958904109589041,72.69041095890411,106.2101701150685,False,0.0290394702059132,29.039470205913297,4.0,30.0,1641705.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1641705.png
Shai Gilgeous-Alexander,OKC,PG,68.0,33.2,31.1,6.6,0.6,3.7,4.3,1.4,0.8,2.2,2.0,0.553,1.7,4.4,0.386,0.597,30.8,0.665,33.4,8.7,3.0,11.7,7.8,38333050.0,33.72289156626506,7.156626506024096,4.0120481927710845,0.6506024096385542,1.5180722891566265,0.8674698795180722,2.385542168674699,2.1686746987951806,69.30542168674698,105.04393655421686,False,0.0169661890097701,16.96618900977012,5.0,139.0,1628983.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1628983.png
Kawhi Leonard,LAC,SF,65.0,32.1,27.9,3.6,1.1,5.3,6.4,1.9,0.4,2.0,1.2,0.505,2.6,6.8,0.387,0.573,27.9,0.629,33.5,7.4,0.6,8.0,5.3,50000000.0,31.28971962616822,4.037383177570093,5.943925233644859,1.2336448598130842,2.130841121495327,0.4485981308411215,2.2429906542056077,1.3457943925233644,64.1271028037383,92.341079635514,False,0.0130590007184717,13.059000718471792,6.0,212.0,202695.0,https://cdn.nba.com/headshots/nba/latest/1040x760/202695.png
Joel Embiid,PHI,C,38.0,31.6,26.9,3.9,2.0,5.7,7.7,0.6,1.2,2.9,2.2,0.489,1.4,4.2,0.333,0.527,24.7,0.605,33.5,5.1,-0.2,4.9,2.1,55224526.0,30.64556962025316,4.443037974683544,6.493670886075949,2.278481012658228,0.6835443037974682,1.3670886075949364,3.3037974683544302,2.5063291139240507,63.02848101265823,85.86654843750001,False,0.0115546822631562,11.554682263156224,7.0,255.0,203954.0,https://cdn.nba.com/headshots/nba/latest/1040x760/203954.png
Cade Cunningham,DET,PG,64.0,33.9,23.9,9.9,0.9,4.7,5.5,1.4,0.8,3.7,3.1,0.461,2.0,5.7,0.342,0.513,21.6,0.564,30.5,4.8,1.5,6.3,4.6,46394100.0,25.380530973451325,10.513274336283184,4.991150442477877,0.9557522123893808,1.4867256637168142,0.8495575221238939,3.929203539823009,3.292035398230089,61.15221238938052,82.97666832743361,False,0.0121821688849734,12.182168884973445,8.0,236.0,1630595.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1630595.png
Stephen Curry,GSW,PG,43.0,30.9,26.6,4.7,0.4,3.2,3.6,1.1,0.4,2.8,1.7,0.468,4.4,11.3,0.393,0.587,22.6,0.637,32.5,6.3,-1.0,5.4,2.5,59606817.0,30.990291262135926,5.475728155339807,3.728155339805826,0.4660194174757281,1.2815533980582527,0.4660194174757281,3.262135922330097,1.980582524271845,59.74368932038836,82.30811592233012,False,0.0106609202599645,10.660920259964536,9.0,281.0,201939.0,https://cdn.nba.com/headshots/nba/latest/1040x760/201939.png
Donovan Mitchell,CLE,SG,70.0,33.5,27.9,5.7,0.7,3.8,4.5,1.5,0.3,2.8,2.3,0.483,3.2,8.8,0.364,0.563,22.9,0.613,32.2,5.2,-0.2,5.1,4.2,46394100.0,29.982089552238804,6.125373134328359,4.083582089552238,0.7522388059701491,1.611940298507463,0.3223880597014925,3.008955223880597,2.4716417910447763,60.404776119403,82.06419928477614,False,0.0120482052997388,12.048205299738868,10.0,240.0,1628378.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1628378.png
Jaylen Brown,BOS,SF,71.0,34.4,28.7,5.1,1.1,5.8,6.9,1.0,0.4,3.6,2.7,0.477,2.0,5.7,0.347,0.522,22.0,0.573,36.2,3.5,-0.1,3.3,3.3,53142264.0,30.034883720930235,5.337209302325581,6.069767441860465,1.1511627906976745,1.0465116279069768,0.4186046511627908,3.767441860465116,2.825581395348838,60.20581395348839,81.22537507325583,False,0.0111422192290326,11.142219229032609,11.0,269.0,1627759.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1627759.png
LaMelo Ball,CHO,PG,72.0,28.0,20.1,7.1,0.9,3.9,4.8,1.2,0.2,2.8,2.7,0.407,3.8,10.3,0.368,0.516,19.7,0.546,32.0,4.8,-0.1,4.7,3.4,37958760.0,25.84285714285714,9.128571428571428,5.014285714285714,1.1571428571428573,1.542857142857143,0.2571428571428572,3.6,3.4714285714285715,59.37428571428571,79.05349315714284,False,0.0128311344741454,12.831134474145426,12.0,222.0,1630163.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1630163.png
Anthony Edwards,MIN,SG,61.0,35.0,28.8,3.7,0.6,4.4,5.0,1.4,0.8,2.9,1.9,0.489,3.4,8.4,0.399,0.572,21.8,0.617,31.5,4.7,-0.1,4.5,3.5,45550512.0,29.622857142857143,3.805714285714286,4.525714285714286,0.6171428571428572,1.44,0.8228571428571428,2.9828571428571427,1.9542857142857144,56.88000000000001,76.76008710000002,False,0.0113733610828229,11.3733610828229,13.0,258.0,1630162.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1630162.png
Tyrese Maxey,PHI,PG,70.0,38.0,28.3,6.6,0.3,3.8,4.1,1.9,0.8,2.4,2.2,0.462,3.1,8.6,0.367,0.536,21.9,0.588,29.4,5.0,0.5,5.4,4.9,37958760.0,26.810526315789478,6.252631578947367,3.6,0.2842105263157894,1.7999999999999998,0.7578947368421053,2.273684210526316,2.0842105263157897,56.472631578947365,75.89111098105262,False,0.0123178497432683,12.31784974326838,14.0,233.0,1630178.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1630178.png
Jalen Johnson,ATL,SF,72.0,35.2,22.5,7.9,1.4,8.9,10.3,1.2,0.4,3.4,2.1,0.489,1.7,4.7,0.352,0.537,20.4,0.581,27.0,2.8,1.4,4.2,4.0,30000000.0,23.011363636363637,8.079545454545455,9.102272727272728,1.4318181818181817,1.227272727272727,0.4090909090909091,3.477272727272726,2.1477272727272725,59.123863636363645,75.5151246818182,False,0.0137871124070156,13.787112407015652,15.0,194.0,1630552.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1630552.png
Deni Avdija,POR,SF,66.0,33.3,24.2,6.7,1.1,5.8,6.9,0.8,0.6,3.8,2.5,0.462,1.9,6.0,0.318,0.521,20.3,0.6,29.3,3.7,0.6,4.3,3.5,14375000.0,26.162162162162165,7.243243243243244,6.270270270270271,1.1891891891891897,0.864864864864865,0.6486486486486487,4.108108108108109,2.702702702702702,57.51891891891893,75.48133054054055,False,0.0199083661857462,19.908366185746203,16.0,98.0,1630166.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1630166.png
Jalen Duren,DET,C,70.0,28.2,19.5,2.0,3.8,6.7,10.5,0.8,0.8,1.9,2.8,0.65,0.0,0.0,0.0,0.65,26.1,0.688,23.6,4.4,0.5,5.0,3.5,6483144.0,24.8936170212766,2.5531914893617023,8.553191489361703,4.851063829787234,1.021276595744681,1.021276595744681,2.425531914893617,3.574468085106383,57.10212765957448,73.82784020425534,False,0.0289952815062524,28.995281506252464,17.0,32.0,1631105.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1631105.png
Jamal Murray,DEN,PG,75.0,35.4,25.4,7.1,0.4,4.0,4.4,0.9,0.4,2.3,1.7,0.483,3.3,7.5,0.435,0.573,21.8,0.622,27.9,5.5,-1.4,4.1,4.1,46394100.0,25.83050847457627,7.220338983050848,4.067796610169491,0.4067796610169492,0.9152542372881356,0.4067796610169492,2.3389830508474576,1.728813559322034,55.86610169491525,72.72337081271186,False,0.0106768372722443,10.676837272244398,18.0,280.0,1627750.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1627750.png
Devin Booker,PHO,SG,64.0,33.5,26.1,6.0,0.8,3.1,3.9,0.8,0.3,3.1,2.6,0.456,1.9,5.8,0.33,0.507,20.4,0.585,32.2,3.2,-1.0,2.2,2.3,53142264.0,28.047761194029853,6.447761194029851,3.3313432835820893,0.8597014925373134,0.8597014925373134,0.3223880597014925,3.3313432835820893,2.7940298507462686,55.5958208955224,71.47187356119403,False,0.0098042672405058,9.804267240505858,19.0,308.0,1626164.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1626164.png
James Harden,2TM,PG,70.0,34.8,23.6,8.0,0.6,4.2,4.8,1.1,0.4,3.5,2.0,0.434,3.1,8.2,0.375,0.529,20.7,0.61,28.6,4.6,-0.8,3.9,3.6,39182693.0,24.41379310344828,8.275862068965518,4.344827586206897,0.6206896551724138,1.137931034482759,0.4137931034482759,3.6206896551724137,2.0689655172413794,54.63103448275863,71.01905006896554,True,0.0113456065374972,11.345606537497217,20.0,259.0,201935.0,https://cdn.nba.com/headshots/nba/latest/1040x760/201935.png
Anthony Davis,DAL,PF,20.0,31.3,20.4,2.8,3.1,8.0,11.1,1.1,1.7,2.1,2.1,0.506,0.5,1.9,0.27,0.521,21.5,0.551,27.5,1.5,0.9,2.4,0.7,54126450.0,23.46325878594249,3.220447284345048,9.201277955271564,3.5654952076677318,1.2651757188498405,1.9552715654952075,2.415335463258786,2.415335463258786,57.36421725239616,70.57093101038338,False,0.0095922629397122,9.592262939712263,21.0,316.0,203076.0,https://cdn.nba.com/headshots/nba/latest/1040x760/203076.png
Jalen Brunson,NYK,PG,74.0,35.0,26.0,6.8,0.4,2.9,3.3,0.8,0.1,2.4,2.3,0.467,2.6,7.1,0.369,0.533,20.1,0.58,30.4,4.0,-0.9,3.1,3.3,34944001.0,26.742857142857144,6.994285714285715,2.9828571428571427,0.4114285714285714,0.8228571428571428,0.1028571428571428,2.468571428571429,2.3657142857142857,54.54,70.4214222,False,0.0119129269056655,11.912926905665566,22.0,247.0,1628973.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1628973.png
Michael Porter Jr.,BRK,SF,52.0,32.5,24.2,3.0,1.3,5.7,7.1,1.1,0.3,2.3,2.2,0.463,3.4,9.3,0.363,0.555,19.9,0.595,30.5,4.2,-1.2,3.0,2.1,38333050.0,26.806153846153844,3.3230769230769237,6.313846153846154,1.44,1.2184615384615387,0.3323076923076923,2.547692307692308,2.4369230769230774,54.22707692307693,70.18559719615386,False,0.0113360384887987,11.336038488798769,23.0,260.0,1629008.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1629008.png
Alperen Şengün,HOU,C,72.0,33.3,20.4,6.2,3.0,5.9,8.9,1.2,1.1,3.2,3.3,0.519,0.6,1.8,0.305,0.537,21.4,0.569,26.6,2.7,1.5,4.2,3.7,33944954.0,22.054054054054053,6.702702702702704,6.37837837837838,3.2432432432432434,1.2972972972972974,1.1891891891891897,3.45945945945946,3.5675675675675675,54.55675675675676,69.7577461783784,False,0.0119730508831025,11.973050883102587,24.0,242.0,1630578.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1630578.png
Karl-Anthony Towns,NYK,C,75.0,31.0,20.1,3.0,3.1,8.7,11.9,0.9,0.5,2.5,3.4,0.501,1.5,4.1,0.368,0.556,22.0,0.619,25.9,2.7,0.6,3.3,3.1,53142264.0,23.34193548387097,3.4838709677419355,10.103225806451611,3.6,1.0451612903225806,0.5806451612903225,2.903225806451613,3.9483870967741934,55.21935483870968,69.54105949838711,False,0.0095394047691551,9.539404769155112,25.0,319.0,1626157.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1626157.png
Lauri Markkanen,UTA,PF,42.0,34.4,26.7,2.1,2.0,4.9,6.9,1.0,0.5,1.5,1.8,0.477,2.7,7.7,0.355,0.548,21.1,0.608,28.1,4.6,-2.0,2.6,1.6,46394100.0,27.94186046511628,2.1976744186046515,5.127906976744186,2.0930232558139537,1.0465116279069768,0.5232558139534884,1.5697674418604652,1.8837209302325584,55.0046511627907,69.34519400930233,False,0.0101808723079722,10.180872307972283,26.0,295.0,1628374.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1628374.png
LeBron James,LAL,SF,60.0,33.2,20.9,7.2,0.7,5.4,6.1,1.2,0.6,3.0,1.4,0.515,1.3,4.1,0.317,0.557,20.8,0.594,27.2,3.3,0.2,3.5,2.8,52627153.0,22.66265060240964,7.80722891566265,5.855421686746988,0.7590361445783131,1.3012048192771084,0.6506024096385542,3.2530120481927707,1.5180722891566265,54.39578313253011,69.24212400542167,False,0.0095447694624767,9.544769462476786,27.0,318.0,2544.0,https://cdn.nba.com/headshots/nba/latest/1040x760/2544.png
Jimmy Butler,GSW,SF,38.0,31.1,20.0,4.9,2.3,3.2,5.6,1.4,0.2,1.6,1.2,0.519,0.8,2.2,0.376,0.554,23.5,0.646,23.3,5.0,0.5,5.5,2.3,54126450.0,23.15112540192926,5.672025723472669,3.7041800643086815,2.662379421221865,1.620578778135048,0.2315112540192926,1.8520900321543408,1.3890675241157555,53.04501607717041,69.23078918488746,False,0.0094101058874725,9.41010588747256,28.0,325.0,202710.0,https://cdn.nba.com/headshots/nba/latest/1040x760/202710.png
Kevin Durant,HOU,SF,78.0,36.4,26.0,4.8,0.5,4.9,5.5,0.8,0.9,3.2,1.8,0.52,2.4,5.8,0.413,0.588,21.1,0.641,27.1,4.4,0.1,4.5,4.7,54708609.0,25.714285714285715,4.747252747252747,4.846153846153847,0.4945054945054945,0.7912087912087913,0.8901098901098902,3.164835164835165,1.7802197802197803,51.77967032967034,68.29222231854396,False,0.0092330121934049,9.233012193404972,29.0,329.0,201142.0,https://cdn.nba.com/headshots/nba/latest/1040x760/201142.png
Josh Giddey,CHI,PG,54.0,32.1,17.0,9.1,1.2,7.1,8.3,1.0,0.5,3.6,1.7,0.448,1.9,5.2,0.364,0.52,18.0,0.562,24.4,2.3,0.4,2.7,2.0,25000000.0,19.06542056074766,10.205607476635514,7.962616822429905,1.3457943925233644,1.1214953271028036,0.5607476635514018,4.037383177570093,1.9065420560747663,54.74018691588786,66.36113794766355,False,0.0132722275895327,13.27222758953271,30.0,204.0,1630581.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1630581.png
Zion Williamson,NOP,PF,62.0,29.7,21.0,3.2,2.0,3.7,5.7,1.0,0.5,2.0,2.3,0.6,0.0,0.1,0.25,0.6,22.6,0.644,25.7,3.5,-0.6,2.9,2.3,39446090.0,25.454545454545453,3.878787878787879,4.484848484848485,2.4242424242424243,1.2121212121212122,0.6060606060606061,2.4242424242424243,2.787878787878788,52.46666666666666,65.97351659999998,False,0.0105043129826066,10.504312982606614,31.0,286.0,1629627.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1629627.png
Paul Reed,DET,C,65.0,13.9,7.8,1.2,2.0,2.5,4.5,0.9,0.9,0.9,1.8,0.617,0.2,0.6,0.325,0.636,24.2,0.65,20.6,2.4,2.9,5.3,1.6,5335894.0,20.201438848920866,3.107913669064748,6.474820143884892,5.179856115107913,2.3309352517985613,2.3309352517985613,2.3309352517985613,4.661870503597123,51.6043165467626,65.85004316546764,False,0.0285070624553516,28.507062455351647,32.0,34.0,1630194.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1630194.png
Pascal Siakam,IND,PF,62.0,33.2,24.0,3.8,1.4,5.2,6.6,1.1,0.4,2.2,2.4,0.484,1.7,4.7,0.358,0.529,18.6,0.562,30.1,1.8,-1.0,0.7,1.4,45550512.0,26.024096385542165,4.120481927710843,5.63855421686747,1.5180722891566265,1.1927710843373496,0.4337349397590361,2.385542168674699,2.602409638554217,53.896987951807226,65.7478681743976,False,0.0097417065746563,9.741706574656346,33.0,311.0,1627783.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1627783.png
Kristaps Porziņģis,2TM,C,32.0,24.0,16.7,2.5,1.3,4.0,5.2,0.6,1.2,1.3,2.9,0.446,1.7,5.0,0.338,0.515,19.6,0.582,27.3,1.6,0.3,1.9,0.8,30731707.0,25.05,3.75,6.0,1.95,0.8999999999999999,1.7999999999999998,1.95,4.35,53.54249999999999,65.71406185125,True,0.0118540012918855,11.854001291885591,34.0,249.0,204001.0,https://cdn.nba.com/headshots/nba/latest/1040x760/204001.png
Ja Morant,MEM,PG,20.0,28.5,19.5,8.1,0.4,2.9,3.3,1.0,0.3,3.6,2.0,0.41,1.0,4.3,0.235,0.441,16.6,0.521,32.5,0.5,-2.0,-1.5,0.1,39446090.0,24.63157894736842,10.23157894736842,3.663157894736842,0.5052631578947369,1.263157894736842,0.3789473684210526,4.547368421052632,2.526315789473684,56.11578947368422,65.68061822368423,False,0.0104576776602003,10.45767766020032,35.0,289.0,1629630.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1629630.png
Obi Toppin,IND,PF,24.0,17.7,11.6,2.3,0.5,3.9,4.4,0.5,0.0,1.2,1.2,0.503,1.5,4.4,0.352,0.595,19.7,0.636,24.8,3.4,-0.4,3.0,0.5,14000000.0,23.59322033898305,4.677966101694915,7.932203389830509,1.0169491525423728,1.0169491525423728,0.0,2.440677966101695,2.440677966101695,52.45423728813559,65.49284294237289,False,0.0175036985411539,17.503698541153938,36.0,125.0,1630167.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1630167.png
T.J. McConnell,IND,PG,56.0,17.2,9.4,5.1,0.4,1.8,2.2,1.0,0.2,1.1,1.1,0.538,0.3,0.9,0.32,0.556,20.5,0.567,23.2,2.1,0.4,2.5,1.1,10200000.0,19.67441860465117,10.674418604651162,3.767441860465116,0.8372093023255816,2.0930232558139537,0.4186046511627908,2.302325581395349,2.302325581395349,53.87441860465117,64.47581697906976,False,0.0201881613899269,20.188161389926908,37.0,91.0,204456.0,https://cdn.nba.com/headshots/nba/latest/1040x760/204456.png
Bam Adebayo,MIA,C,73.0,32.4,20.1,3.2,2.0,8.0,10.0,1.2,0.7,1.6,1.7,0.442,1.7,5.5,0.318,0.497,18.7,0.551,25.0,1.5,0.4,2.0,2.4,37096620.0,22.333333333333336,3.555555555555556,8.88888888888889,2.2222222222222223,1.3333333333333333,0.7777777777777777,1.777777777777778,1.888888888888889,53.81111111111111,64.27672861111111,False,0.0105532589412828,10.55325894128281,38.0,284.0,1628389.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1628389.png
Austin Reaves,LAL,SG,51.0,34.5,23.3,5.5,0.6,4.1,4.7,1.1,0.4,3.0,2.2,0.49,2.3,6.4,0.36,0.567,20.2,0.641,26.7,3.4,-0.6,2.8,2.1,13937574.0,24.31304347826087,5.739130434782608,4.278260869565217,0.6260869565217392,1.147826086956522,0.4173913043478261,3.130434782608696,2.295652173913044,50.45739130434782,63.956650678695645,False,0.0171313709528759,17.13137095287594,39.0,130.0,1630559.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1630559.png
Keyonte George,UTA,PG,54.0,33.1,23.6,6.1,0.4,3.3,3.7,1.1,0.3,3.1,2.2,0.456,2.5,6.7,0.371,0.532,18.5,0.609,27.9,3.0,-2.1,0.9,1.3,4278960.0,25.66767371601209,6.634441087613292,3.589123867069486,0.4350453172205438,1.1963746223564955,0.3262839879154078,3.3716012084592144,2.392749244712991,52.6404833836858,63.88638101510572,False,0.0308844003784865,30.88440037848656,40.0,25.0,1641718.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1641718.png
Jonas Valančiūnas,DEN,C,65.0,13.4,8.7,1.2,1.6,3.4,5.1,0.2,0.6,1.1,2.0,0.582,0.1,0.4,0.308,0.592,22.0,0.63,26.1,0.5,-0.5,0.0,0.4,10395000.0,23.373134328358205,3.2238805970149254,9.134328358208956,4.298507462686567,0.5373134328358209,1.611940298507463,2.955223880597015,5.3731343283582085,54.241791044776114,63.72773106716417,False,0.0197658825075054,19.76588250750545,41.0,100.0,202685.0,https://cdn.nba.com/headshots/nba/latest/1040x760/202685.png
Chet Holmgren,OKC,PF,69.0,28.9,17.1,1.7,1.9,7.0,8.9,0.6,1.9,1.6,2.3,0.557,1.3,3.5,0.362,0.614,21.6,0.653,21.9,2.4,1.9,4.2,3.1,13731368.0,21.30103806228374,2.117647058823529,8.719723183391004,2.366782006920415,0.7474048442906573,2.366782006920415,1.9930795847750868,2.865051903114187,50.02006920415225,63.3035234434256,False,0.0170832690239076,17.083269023907608,42.0,133.0,1631096.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1631096.png
Paolo Banchero,ORL,PF,72.0,34.8,22.2,5.2,1.2,7.2,8.4,0.7,0.6,3.1,2.0,0.459,1.2,3.8,0.305,0.496,17.6,0.566,27.6,1.4,0.0,1.4,2.1,15334769.0,22.965517241379317,5.379310344827586,7.448275862068966,1.2413793103448276,0.7241379310344828,0.6206896551724138,3.2068965517241383,2.0689655172413794,52.06551724137932,63.15874196896553,False,0.016128532429598,16.128532429598017,43.0,150.0,1631094.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1631094.png
Franz Wagner,ORL,SF,34.0,30.0,20.6,3.3,1.3,3.9,5.2,0.9,0.3,1.7,2.1,0.481,1.4,4.1,0.345,0.529,19.2,0.588,27.0,2.6,-0.2,2.5,1.2,38661750.0,24.72,3.96,4.68,1.56,1.08,0.36,2.04,2.5200000000000005,50.736,63.09506304000001,False,0.0101473963632115,10.147396363211534,44.0,299.0,1630532.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1630532.png
Scottie Barnes,TOR,PF,80.0,33.5,18.1,5.9,1.9,5.6,7.5,1.4,1.5,2.6,2.6,0.507,0.9,2.8,0.304,0.537,19.2,0.577,23.4,1.9,2.3,4.2,4.2,38661750.0,19.45074626865672,6.340298507462687,6.017910447761193,2.041791044776119,1.5044776119402985,1.611940298507463,2.7940298507462686,2.7940298507462686,49.997014925373136,62.894970994029855,False,0.0101152161386145,10.1152161386146,45.0,300.0,1630567.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1630567.png
Jalen Williams,OKC,SG,33.0,28.4,17.1,5.5,0.8,3.8,4.6,1.2,0.3,1.9,2.0,0.484,0.7,2.3,0.299,0.51,19.0,0.56,26.2,1.1,1.0,2.1,1.0,6580997.0,21.67605633802817,6.971830985915494,4.816901408450704,1.0140845070422535,1.5211267605633805,0.380281690140845,2.408450704225352,2.535211267605634,50.8943661971831,62.00831661971832,False,0.0241715274364503,24.171527436450305,46.0,63.0,1631114.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1631114.png
Evan Mobley,CLE,PF,65.0,31.9,18.2,3.6,2.4,6.6,9.0,0.7,1.7,1.9,2.4,0.546,1.0,3.2,0.297,0.582,20.0,0.596,22.6,1.8,1.2,3.0,2.6,46394100.0,20.53918495297805,4.06269592476489,7.448275862068965,2.70846394984326,0.7899686520376176,1.9184952978056429,2.144200626959248,2.70846394984326,50.56363636363636,61.57238989090909,False,0.009039712818338,9.039712818338046,47.0,334.0,1630596.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1630596.png
Julius Randle,MIN,PF,79.0,33.0,21.1,5.0,1.7,5.1,6.7,1.1,0.2,2.7,2.8,0.481,1.4,4.4,0.315,0.526,18.4,0.585,26.5,1.5,0.0,1.5,2.3,30864198.0,23.01818181818182,5.454545454545455,5.563636363636364,1.8545454545454545,1.2,0.2181818181818181,2.9454545454545453,3.0545454545454542,50.68909090909092,61.38230942045456,False,0.0110488156117108,11.048815611710822,48.0,272.0,203944.0,https://cdn.nba.com/headshots/nba/latest/1040x760/203944.png
Cooper Flagg,DAL,SF,70.0,33.5,21.0,4.5,1.2,5.4,6.7,1.2,0.9,2.3,2.0,0.468,1.0,3.5,0.295,0.498,17.9,0.548,26.9,1.0,0.4,1.4,2.0,13825920.0,22.56716417910448,4.835820895522388,5.802985074626866,1.28955223880597,1.28955223880597,0.9671641791044776,2.4716417910447763,2.149253731343284,50.65253731343284,60.8773562561194,False,0.0163722649475403,16.37226494754033,49.0,148.0,1642843.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1642843.png
Alex Sarr,WAS,C,48.0,27.2,16.3,2.7,2.2,5.2,7.4,0.8,2.0,1.7,2.2,0.482,1.0,3.1,0.333,0.52,19.4,0.544,25.7,0.8,-0.1,0.7,0.9,11808240.0,21.57352941176471,3.573529411764706,6.882352941176471,2.9117647058823533,1.0588235294117647,2.647058823529412,2.25,2.9117647058823533,51.915441176470594,60.58932754411766,False,0.0176320799619051,17.632079961905152,50.0,122.0,1642259.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1642259.png
Norman Powell,MIA,SG,58.0,29.6,21.7,2.5,0.4,3.1,3.5,1.1,0.2,1.9,2.2,0.47,2.7,7.1,0.38,0.558,17.5,0.609,27.2,1.8,-0.3,1.6,1.5,20482758.0,26.391891891891888,3.0405405405405403,3.77027027027027,0.4864864864864865,1.337837837837838,0.2432432432432432,2.3108108108108105,2.675675675675676,49.00135135135135,60.10219593851349,False,0.0132799403114109,13.27994031141098,51.0,203.0,1626181.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1626181.png
Stephon Castle,SAS,PG,68.0,30.0,16.7,7.4,1.4,3.9,5.3,1.1,0.3,3.2,3.3,0.471,1.2,3.6,0.332,0.521,17.4,0.575,24.9,1.0,0.9,1.9,2.0,9560520.0,20.04,8.88,4.68,1.6799999999999995,1.32,0.36,3.84,3.96,49.458000000000006,59.5823444625,False,0.0192697832997339,19.26978329973396,52.0,105.0,1642264.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1642264.png
Tyler Herro,MIA,SG,33.0,31.3,20.5,4.1,0.4,4.4,4.8,0.7,0.4,1.9,1.9,0.48,2.5,6.7,0.378,0.561,17.1,0.602,24.7,2.4,-0.4,2.0,1.1,31000000.0,23.578274760383387,4.715654952076677,5.060702875399362,0.4600638977635783,0.805111821086262,0.4600638977635783,2.1853035143769968,2.1853035143769968,49.08881789137381,59.56988010479234,False,0.0106990663079199,10.699066307919995,53.0,278.0,1629639.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1629639.png
